title,tags,dates,text
NA Markets: CCA prices rise following WCI auction as RGGI slips below $6,"Americas,Canada,US","Published 22:41 on February 27, 2020  /  Last updated at 22:41 on February 27, 2020  /  ","California Carbon Allowance (CCA) prices rose after the Q1 WCI auction bucked previous trends to settle above the secondary market level, while RGGI allowances (RGAs) this week slid below next year’s supply-curbing Emissions Containment Reserve (ECR) trigger price."
RFS Market: RIN prices slide as EPA still reviewing biofuel waiver ruling,"Americas,RINs & LCFS,US","Published 22:01 on February 27, 2020  /  Last updated at 22:50 on February 27, 2020  /  ",US biofuel credit (RIN) prices fell from new highs on Thursday after the EPA said it has not yet decided how it will address a court decision that questioned the agency’s issuance of compliance waivers under the Renewable Fuel Standard (RFS).
"California divvies out 277k offsets, reduces invalidation on 1 mln","Americas,Canada,Mexico,US,Voluntary Market","Published 21:56 on February 26, 2020  /  Last updated at 22:21 on February 26, 2020  /  ","California regulator ARB granted 276,600 new offsets this week in the lowest issuance so far this year, while it cut the invalidation period on more than a million additional credits, according to data published Wednesday."
UPDATE – Q1 WCI auction reverses years-long trend with above market clearance,"Americas,Canada,US","Published 21:07 on February 26, 2020  /  Last updated at 22:11 on February 26, 2020  /  ","The first California-Quebec sale of 2020 settled above the secondary market for the first time in three years, as increased demand coupled with lower volume on offer buoyed prices, according to results released Wednesday afternoon."
RFS Market: RINs stretch highs on reports of curtailed biofuel waivers,"Americas,RINs & LCFS,US","Published 19:18 on February 26, 2020  /  Last updated at 22:30 on February 26, 2020  /  ",US biofuel credit (RIN) prices surged on Wednesday to new year-highs after a report surfaced that the Trump administration will limit the number of Renewable Fuel Standard (RFS) compliance waivers granted in future years in response to a critical court ruling last month.
"DOJ argues WCI linkage is binding, hinders Trump’s climate negotiations","Americas,Canada,US","Published 23:07 on February 25, 2020  /  Last updated at 23:07 on February 25, 2020  /  ","California’s cap-and-trade linkage with Quebec created a binding agreement between the jurisdictions, while also obstructing or running afoul of the federal government’s position on international climate policy, according to US Department of Justice (DOJ) brief filed Monday evening."
LCFS Market: California prompt prices keep sliding as forward values narrow,"Americas,RINs & LCFS,US","Published 20:46 on February 25, 2020  /  Last updated at 21:49 on February 25, 2020  /  ","California Low Carbon Fuel Standard (LCFS) prices for near-term delivery continued to retreat from record highs set earlier this month, while steady forward contract demand is supporting values at the back end, flattening the price curve."
WCI regulated parties increase CCA short positions as speculators add length,"Americas,Canada,US","Published 16:51 on February 25, 2020  /  Last updated at 16:51 on February 25, 2020  /  ","WCI compliance entities grew their short positions on the secondary market ahead of the February auction, but traders are questioning whether that US Commodity Futures Trading Commission (CFTC) data paints a complete picture of California carbon holdings."
States ask court to reject US Department of Justice’s legal challenge of WCI linkage,"Americas,Canada,US","Published 23:24 on February 24, 2020  /  Last updated at 00:03 on February 25, 2020  /  ",Fourteen US states asked a federal court to reject a Department of Justice (DOJ) motion that seeks to declare the California-Quebec cap-and-trade linkage as unconstitutional.
"Joint passage of Washington LCFS, Clean Air Rule bills unlikely this year -lawmaker","Americas,Canada,Carbon Taxes,RINs & LCFS,US","Published 19:28 on February 24, 2020  /  Last updated at 21:18 on February 24, 2020  /  ","The Washington legislature is unlikely to approve both of the market-based GHG reduction programmes up for debate this year, as negotiations get underway on several climate-related bills in the final weeks of the 2020 session, a key lawmaker told Carbon Pulse."
UPDATE – Oregon Senate Republicans vow to walk out after committee advances ETS proposal ,"Americas,Canada,US","Published 19:12 on February 24, 2020  /  Last updated at 23:36 on February 24, 2020  /  ","Oregon Democrats sent a WCI-modelled cap-and-trade bill to the Senate on Monday after passing a key committee, but the vote sparked an immediate decision by Republicans to walk out to protest the carbon market legislation."
"US Carbon Pricing Roundup for week ending Feb. 21, 2020","Americas,Aviation/CORSIA,Canada,Carbon Taxes,US,Voluntary Market","Published 22:40 on February 21, 2020  /  Last updated at 22:40 on February 21, 2020  /  ","A summary of legislative and regulatory action on carbon pricing and clean energy at the US subnational and federal level this week, including developments in Hawaii, Colorado, Maryland, and cross-border hydroelectric potential in the Northeast US."
Uncertainty swirls over Republican protest to stop Oregon carbon market bill,"Americas,Canada,US","Published 22:21 on February 21, 2020  /  Last updated at 22:21 on February 21, 2020  /  ","Democrats are rallying behind Oregon’s WCI-modelled ETS bill ahead of a critical vote next week, as questions arose Friday about whether enough Republicans will follow through with a walkout to stop the legislation."
CBL Markets hires APX veteran to lead international carbon operations,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,EMEA,International,Kyoto Mechanisms,New Market Mechanisms,Other APAC,REDD,South & Central,Switzerland,US,Voluntary Market","Published 15:00 on February 21, 2020  /  Last updated at 19:06 on February 21, 2020  /  ","A former employee of US-based offset registry administrator APX will oversee the international expansion of CBL Markets as several global carbon markets seek to launch next year, the trading platform announced Friday."
"NA Markets: RGGI prices rise above 2021 supply trigger, as CCAs inch up ahead of auction","Americas,Canada,US","Published 22:52 on February 20, 2020  /  Last updated at 01:35 on February 21, 2020  /  ","RGGI Allowance (RGA) prices this week exceeded the 2021 Emissions Containment Reserve (ECR) trigger price for the second time this year, while California Carbon Allowances (CCA) also increased ahead of the first quarterly sale of 2020."
Oregon GOP eyes second consecutive walkout after Friday ETS vote,"Americas,Canada,US","Published 20:25 on February 20, 2020  /  Last updated at 02:04 on February 21, 2020  /  ","Oregon Republicans are once again formalising plans to flee the state to scuttle the passage of the state’s WCI-modelled cap-and-trade bill, sources and local media reported."
"US agriculture secretary backs carbon trading, as Trump administration makes rare climate pledge","Americas,RINs & LCFS,US,Voluntary Market","Published 17:45 on February 20, 2020  /  Last updated at 02:58 on February 21, 2020  /  ","US Secretary of Agriculture Sonny Perdue deviated from Trump administration policies and backed the idea of a carbon market for the rural economy on Thursday, as the Department of Agriculture (USDA) outlined a goal of halving the environmental footprint of the agriculture sector by 2050. "
"Analysts elevate WCI price forecasts on lower fuel sector abatement, PG&E’s return","Americas,Canada,US","Published 21:00 on February 19, 2020  /  Last updated at 01:07 on February 20, 2020  /  ","More modest GHG reductions expected in California’s transportation sector and utility Pacific Gas & Electric’s (PG&E) anticipated involvement in 2020 auctions will lead WCI carbon prices higher than previously estimated this year, analysts said Wednesday."
California senator calls on state agency to address cap-and-trade surplus,"Americas,Canada,US","Published 15:22 on February 19, 2020  /  Last updated at 00:56 on February 20, 2020  /  ","California regulator ARB should address the growing oversupply of compliance instruments in the state’s WCI-linked ETS to ensure it remains on course to hit its long-term climate goal, a state senator said Tuesday."
